Natureza,Mes,Ano,Regiao,Ocorrencias
LESÃO CORPORAL CULPOSA - OUTRAS,Abr,2021,Presidente Prudente,6
LESÃO CORPORAL CULPOSA - OUTRAS,Mai,2021,Presidente Prudente,5
LESÃO CORPORAL CULPOSA - OUTRAS,Jun,2021,Presidente Prudente,3
LESÃO CORPORAL CULPOSA - OUTRAS,Jul,2021,Presidente Prudente,5
LESÃO CORPORAL CULPOSA - OUTRAS,Ago,2021,Presidente Prudente,7
LESÃO CORPORAL CULPOSA - OUTRAS,Set,2021,Presidente Prudente,13
LESÃO CORPORAL CULPOSA - OUTRAS,Out,2021,Presidente Prudente,10
LESÃO CORPORAL CULPOSA - OUTRAS,Nov,2021,Presidente Prudente,7
LESÃO CORPORAL CULPOSA - OUTRAS,Dez,2021,Presidente Prudente,6
LATROCÍNIO,Jan,2021,Presidente Prudente,0
LATROCÍNIO,Fev,2021,Presidente Prudente,0
LATROCÍNIO,Mar,2021,Presidente Prudente,0
LATROCÍNIO,Abr,2021,Presidente Prudente,0
LATROCÍNIO,Mai,2021,Presidente Prudente,0
LATROCÍNIO,Jun,2021,Presidente Prudente,0
LATROCÍNIO,Jul,2021,Presidente Prudente,0
LATROCÍNIO,Ago,2021,Presidente Prudente,0
LATROCÍNIO,Set,2021,Presidente Prudente,0
LATROCÍNIO,Out,2021,Presidente Prudente,0
LATROCÍNIO,Nov,2021,Presidente Prudente,0
LATROCÍNIO,Dez,2021,Presidente Prudente,3
Nº DE VÍTIMAS EM LATROCÍNIO,Jan,2021,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Fev,2021,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Mar,2021,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Abr,2021,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Mai,2021,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Jun,2021,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Jul,2021,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Ago,2021,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Set,2021,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Out,2021,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Nov,2021,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Dez,2021,Presidente Prudente,3
TOTAL DE ESTUPRO (4),Jan,2021,Presidente Prudente,28
TOTAL DE ESTUPRO (4),Fev,2021,Presidente Prudente,31
TOTAL DE ESTUPRO (4),Mar,2021,Presidente Prudente,24
TOTAL DE ESTUPRO (4),Abr,2021,Presidente Prudente,28
TOTAL DE ESTUPRO (4),Mai,2021,Presidente Prudente,26
TOTAL DE ESTUPRO (4),Jun,2021,Presidente Prudente,21
TOTAL DE ESTUPRO (4),Jul,2021,Presidente Prudente,27
TOTAL DE ESTUPRO (4),Ago,2021,Presidente Prudente,30
TOTAL DE ESTUPRO (4),Set,2021,Presidente Prudente,34
TOTAL DE ESTUPRO (4),Out,2021,Presidente Prudente,37
TOTAL DE ESTUPRO (4),Nov,2021,Presidente Prudente,31
TOTAL DE ESTUPRO (4),Dez,2021,Presidente Prudente,37
ESTUPRO,Jan,2021,Presidente Prudente,9
ESTUPRO,Fev,2021,Presidente Prudente,8
ESTUPRO,Mar,2021,Presidente Prudente,8
ESTUPRO,Abr,2021,Presidente Prudente,6
ESTUPRO,Mai,2021,Presidente Prudente,2
ESTUPRO,Jun,2021,Presidente Prudente,7
ESTUPRO,Jul,2021,Presidente Prudente,6
ESTUPRO,Ago,2021,Presidente Prudente,1
ESTUPRO,Set,2021,Presidente Prudente,9
ESTUPRO,Out,2021,Presidente Prudente,5
ESTUPRO,Nov,2021,Presidente Prudente,10
ESTUPRO,Dez,2021,Presidente Prudente,9
ESTUPRO DE VULNERÁVEL,Jan,2021,Presidente Prudente,19
ESTUPRO DE VULNERÁVEL,Fev,2021,Presidente Prudente,23
ESTUPRO DE VULNERÁVEL,Mar,2021,Presidente Prudente,16
ESTUPRO DE VULNERÁVEL,Abr,2021,Presidente Prudente,22
ESTUPRO DE VULNERÁVEL,Mai,2021,Presidente Prudente,24
ESTUPRO DE VULNERÁVEL,Jun,2021,Presidente Prudente,14
ESTUPRO DE VULNERÁVEL,Jul,2021,Presidente Prudente,21
ESTUPRO DE VULNERÁVEL,Ago,2021,Presidente Prudente,29
ESTUPRO DE VULNERÁVEL,Set,2021,Presidente Prudente,25
ESTUPRO DE VULNERÁVEL,Out,2021,Presidente Prudente,32
ESTUPRO DE VULNERÁVEL,Nov,2021,Presidente Prudente,21
ESTUPRO DE VULNERÁVEL,Dez,2021,Presidente Prudente,28
TOTAL DE ROUBO - OUTROS (1),Jan,2021,Presidente Prudente,36
TOTAL DE ROUBO - OUTROS (1),Fev,2021,Presidente Prudente,33
TOTAL DE ROUBO - OUTROS (1),Mar,2021,Presidente Prudente,25
TOTAL DE ROUBO - OUTROS (1),Abr,2021,Presidente Prudente,33
TOTAL DE ROUBO - OUTROS (1),Mai,2021,Presidente Prudente,27
TOTAL DE ROUBO - OUTROS (1),Jun,2021,Presidente Prudente,23
TOTAL DE ROUBO - OUTROS (1),Jul,2021,Presidente Prudente,29
TOTAL DE ROUBO - OUTROS (1),Ago,2021,Presidente Prudente,36
TOTAL DE ROUBO - OUTROS (1),Set,2021,Presidente Prudente,23
TOTAL DE ROUBO - OUTROS (1),Out,2021,Presidente Prudente,29
TOTAL DE ROUBO - OUTROS (1),Nov,2021,Presidente Prudente,20
TOTAL DE ROUBO - OUTROS (1),Dez,2021,Presidente Prudente,47
ROUBO - OUTROS,Jan,2021,Presidente Prudente,32
ROUBO - OUTROS,Fev,2021,Presidente Prudente,29
ROUBO - OUTROS,Mar,2021,Presidente Prudente,25
ROUBO - OUTROS,Abr,2021,Presidente Prudente,32
ROUBO - OUTROS,Mai,2021,Presidente Prudente,24
ROUBO - OUTROS,Jun,2021,Presidente Prudente,23
ROUBO - OUTROS,Jul,2021,Presidente Prudente,28
ROUBO - OUTROS,Ago,2021,Presidente Prudente,33
ROUBO - OUTROS,Set,2021,Presidente Prudente,21
ROUBO - OUTROS,Out,2021,Presidente Prudente,28
ROUBO - OUTROS,Nov,2021,Presidente Prudente,19
ROUBO - OUTROS,Dez,2021,Presidente Prudente,47
ROUBO DE VEÍCULO,Jan,2021,Presidente Prudente,8
ROUBO DE VEÍCULO,Fev,2021,Presidente Prudente,6
ROUBO DE VEÍCULO,Mar,2021,Presidente Prudente,5
ROUBO DE VEÍCULO,Abr,2021,Presidente Prudente,2
ROUBO DE VEÍCULO,Mai,2021,Presidente Prudente,1
ROUBO DE VEÍCULO,Jun,2021,Presidente Prudente,5
ROUBO DE VEÍCULO,Jul,2021,Presidente Prudente,1
ROUBO DE VEÍCULO,Ago,2021,Presidente Prudente,2
ROUBO DE VEÍCULO,Set,2021,Presidente Prudente,1
ROUBO DE VEÍCULO,Out,2021,Presidente Prudente,3
ROUBO DE VEÍCULO,Nov,2021,Presidente Prudente,3
ROUBO DE VEÍCULO,Dez,2021,Presidente Prudente,3
ROUBO A BANCO,Jan,2021,Presidente Prudente,0
ROUBO A BANCO,Fev,2021,Presidente Prudente,0
ROUBO A BANCO,Mar,2021,Presidente Prudente,0
ROUBO A BANCO,Abr,2021,Presidente Prudente,0
ROUBO A BANCO,Mai,2021,Presidente Prudente,0
ROUBO A BANCO,Jun,2021,Presidente Prudente,0
ROUBO A BANCO,Jul,2021,Presidente Prudente,0
ROUBO A BANCO,Ago,2021,Presidente Prudente,0
ROUBO A BANCO,Set,2021,Presidente Prudente,0
ROUBO A BANCO,Out,2021,Presidente Prudente,0
ROUBO A BANCO,Nov,2021,Presidente Prudente,0
ROUBO A BANCO,Dez,2021,Presidente Prudente,0
ROUBO DE CARGA,Jan,2021,Presidente Prudente,4
ROUBO DE CARGA,Fev,2021,Presidente Prudente,4
ROUBO DE CARGA,Mar,2021,Presidente Prudente,0
ROUBO DE CARGA,Abr,2021,Presidente Prudente,1
ROUBO DE CARGA,Mai,2021,Presidente Prudente,3
ROUBO DE CARGA,Jun,2021,Presidente Prudente,0
ROUBO DE CARGA,Jul,2021,Presidente Prudente,1
ROUBO DE CARGA,Ago,2021,Presidente Prudente,3
ROUBO DE CARGA,Set,2021,Presidente Prudente,2
ROUBO DE CARGA,Out,2021,Presidente Prudente,1
ROUBO DE CARGA,Nov,2021,Presidente Prudente,1
ROUBO DE CARGA,Dez,2021,Presidente Prudente,0
FURTO - OUTROS,Jan,2021,Presidente Prudente,596
FURTO - OUTROS,Fev,2021,Presidente Prudente,622
FURTO - OUTROS,Mar,2021,Presidente Prudente,585
FURTO - OUTROS,Abr,2021,Presidente Prudente,619
FURTO - OUTROS,Mai,2021,Presidente Prudente,569
FURTO - OUTROS,Jun,2021,Presidente Prudente,603
FURTO - OUTROS,Jul,2021,Presidente Prudente,683
FURTO - OUTROS,Ago,2021,Presidente Prudente,621
FURTO - OUTROS,Set,2021,Presidente Prudente,680
FURTO - OUTROS,Out,2021,Presidente Prudente,642
FURTO - OUTROS,Nov,2021,Presidente Prudente,708
FURTO - OUTROS,Dez,2021,Presidente Prudente,759
FURTO DE VEÍCULO,Jan,2021,Presidente Prudente,25
FURTO DE VEÍCULO,Fev,2021,Presidente Prudente,24
FURTO DE VEÍCULO,Mar,2021,Presidente Prudente,30
FURTO DE VEÍCULO,Abr,2021,Presidente Prudente,24
FURTO DE VEÍCULO,Mai,2021,Presidente Prudente,25
FURTO DE VEÍCULO,Jun,2021,Presidente Prudente,27
FURTO DE VEÍCULO,Jul,2021,Presidente Prudente,30
FURTO DE VEÍCULO,Ago,2021,Presidente Prudente,42
FURTO DE VEÍCULO,Set,2021,Presidente Prudente,27
FURTO DE VEÍCULO,Out,2021,Presidente Prudente,35
FURTO DE VEÍCULO,Nov,2021,Presidente Prudente,36
FURTO DE VEÍCULO,Dez,2021,Presidente Prudente,33
HOMICÍDIO DOLOSO (2),Jan,2020,Presidente Prudente,5
HOMICÍDIO DOLOSO (2),Fev,2020,Presidente Prudente,1
HOMICÍDIO DOLOSO (2),Mar,2020,Presidente Prudente,5
HOMICÍDIO DOLOSO (2),Abr,2020,Presidente Prudente,5
HOMICÍDIO DOLOSO (2),Mai,2020,Presidente Prudente,5
HOMICÍDIO DOLOSO (2),Jun,2020,Presidente Prudente,3
HOMICÍDIO DOLOSO (2),Jul,2020,Presidente Prudente,4
HOMICÍDIO DOLOSO (2),Ago,2020,Presidente Prudente,2
HOMICÍDIO DOLOSO (2),Set,2020,Presidente Prudente,3
HOMICÍDIO DOLOSO (2),Out,2020,Presidente Prudente,3
HOMICÍDIO DOLOSO (2),Nov,2020,Presidente Prudente,4
HOMICÍDIO DOLOSO (2),Dez,2020,Presidente Prudente,6
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Jan,2020,Presidente Prudente,6
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Fev,2020,Presidente Prudente,1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Mar,2020,Presidente Prudente,5
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Abr,2020,Presidente Prudente,5
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Mai,2020,Presidente Prudente,5
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Jun,2020,Presidente Prudente,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Jul,2020,Presidente Prudente,4
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Ago,2020,Presidente Prudente,2
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Set,2020,Presidente Prudente,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Out,2020,Presidente Prudente,3
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Nov,2020,Presidente Prudente,5
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Dez,2020,Presidente Prudente,6
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Jan,2020,Presidente Prudente,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Fev,2020,Presidente Prudente,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Mar,2020,Presidente Prudente,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Abr,2020,Presidente Prudente,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Mai,2020,Presidente Prudente,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Jun,2020,Presidente Prudente,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Jul,2020,Presidente Prudente,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Ago,2020,Presidente Prudente,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Set,2020,Presidente Prudente,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Out,2020,Presidente Prudente,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Nov,2020,Presidente Prudente,0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Dez,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Jan,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Fev,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Mar,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Abr,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Mai,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Jun,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Jul,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Ago,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Set,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Out,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Nov,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Dez,2020,Presidente Prudente,0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Jan,2020,Presidente Prudente,6
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Fev,2020,Presidente Prudente,8
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Mar,2020,Presidente Prudente,7
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Abr,2020,Presidente Prudente,6
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Mai,2020,Presidente Prudente,8
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Jun,2020,Presidente Prudente,8
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Jul,2020,Presidente Prudente,7
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Ago,2020,Presidente Prudente,7
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Set,2020,Presidente Prudente,7
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Out,2020,Presidente Prudente,10
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Nov,2020,Presidente Prudente,4
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Dez,2020,Presidente Prudente,6
HOMICÍDIO CULPOSO OUTROS,Jan,2020,Presidente Prudente,0
HOMICÍDIO CULPOSO OUTROS,Fev,2020,Presidente Prudente,0
HOMICÍDIO CULPOSO OUTROS,Mar,2020,Presidente Prudente,0
HOMICÍDIO CULPOSO OUTROS,Abr,2020,Presidente Prudente,0
HOMICÍDIO CULPOSO OUTROS,Mai,2020,Presidente Prudente,0
HOMICÍDIO CULPOSO OUTROS,Jun,2020,Presidente Prudente,0
HOMICÍDIO CULPOSO OUTROS,Jul,2020,Presidente Prudente,0
HOMICÍDIO CULPOSO OUTROS,Ago,2020,Presidente Prudente,2
HOMICÍDIO CULPOSO OUTROS,Set,2020,Presidente Prudente,0
HOMICÍDIO CULPOSO OUTROS,Out,2020,Presidente Prudente,0
HOMICÍDIO CULPOSO OUTROS,Nov,2020,Presidente Prudente,0
HOMICÍDIO CULPOSO OUTROS,Dez,2020,Presidente Prudente,0
TENTATIVA DE HOMICÍDIO,Jan,2020,Presidente Prudente,3
TENTATIVA DE HOMICÍDIO,Fev,2020,Presidente Prudente,8
TENTATIVA DE HOMICÍDIO,Mar,2020,Presidente Prudente,4
TENTATIVA DE HOMICÍDIO,Abr,2020,Presidente Prudente,7
TENTATIVA DE HOMICÍDIO,Mai,2020,Presidente Prudente,2
TENTATIVA DE HOMICÍDIO,Jun,2020,Presidente Prudente,8
TENTATIVA DE HOMICÍDIO,Jul,2020,Presidente Prudente,3
TENTATIVA DE HOMICÍDIO,Ago,2020,Presidente Prudente,13
TENTATIVA DE HOMICÍDIO,Set,2020,Presidente Prudente,7
TENTATIVA DE HOMICÍDIO,Out,2020,Presidente Prudente,8
TENTATIVA DE HOMICÍDIO,Nov,2020,Presidente Prudente,5
TENTATIVA DE HOMICÍDIO,Dez,2020,Presidente Prudente,5
LESÃO CORPORAL SEGUIDA DE MORTE,Jan,2020,Presidente Prudente,0
LESÃO CORPORAL SEGUIDA DE MORTE,Fev,2020,Presidente Prudente,0
LESÃO CORPORAL SEGUIDA DE MORTE,Mar,2020,Presidente Prudente,0
LESÃO CORPORAL SEGUIDA DE MORTE,Abr,2020,Presidente Prudente,1
LESÃO CORPORAL SEGUIDA DE MORTE,Mai,2020,Presidente Prudente,0
LESÃO CORPORAL SEGUIDA DE MORTE,Jun,2020,Presidente Prudente,0
LESÃO CORPORAL SEGUIDA DE MORTE,Jul,2020,Presidente Prudente,0
LESÃO CORPORAL SEGUIDA DE MORTE,Ago,2020,Presidente Prudente,0
LESÃO CORPORAL SEGUIDA DE MORTE,Set,2020,Presidente Prudente,0
LESÃO CORPORAL SEGUIDA DE MORTE,Out,2020,Presidente Prudente,0
LESÃO CORPORAL SEGUIDA DE MORTE,Nov,2020,Presidente Prudente,0
LESÃO CORPORAL SEGUIDA DE MORTE,Dez,2020,Presidente Prudente,0
LESÃO CORPORAL DOLOSA,Jan,2020,Presidente Prudente,466
LESÃO CORPORAL DOLOSA,Fev,2020,Presidente Prudente,445
LESÃO CORPORAL DOLOSA,Mar,2020,Presidente Prudente,411
LESÃO CORPORAL DOLOSA,Abr,2020,Presidente Prudente,311
LESÃO CORPORAL DOLOSA,Mai,2020,Presidente Prudente,260
LESÃO CORPORAL DOLOSA,Jun,2020,Presidente Prudente,324
LESÃO CORPORAL DOLOSA,Jul,2020,Presidente Prudente,309
LESÃO CORPORAL DOLOSA,Ago,2020,Presidente Prudente,365
LESÃO CORPORAL DOLOSA,Set,2020,Presidente Prudente,418
LESÃO CORPORAL DOLOSA,Out,2020,Presidente Prudente,439
LESÃO CORPORAL DOLOSA,Nov,2020,Presidente Prudente,447
LESÃO CORPORAL DOLOSA,Dez,2020,Presidente Prudente,398
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Jan,2020,Presidente Prudente,249
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Fev,2020,Presidente Prudente,206
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Mar,2020,Presidente Prudente,208
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Abr,2020,Presidente Prudente,130
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Mai,2020,Presidente Prudente,190
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Jun,2020,Presidente Prudente,200
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Jul,2020,Presidente Prudente,245
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Ago,2020,Presidente Prudente,256
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Set,2020,Presidente Prudente,225
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Out,2020,Presidente Prudente,242
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Nov,2020,Presidente Prudente,251
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Dez,2020,Presidente Prudente,281
LESÃO CORPORAL CULPOSA - OUTRAS,Jan,2020,Presidente Prudente,14
LESÃO CORPORAL CULPOSA - OUTRAS,Fev,2020,Presidente Prudente,8
LESÃO CORPORAL CULPOSA - OUTRAS,Mar,2020,Presidente Prudente,16
LESÃO CORPORAL CULPOSA - OUTRAS,Abr,2020,Presidente Prudente,1
LESÃO CORPORAL CULPOSA - OUTRAS,Mai,2020,Presidente Prudente,3
LESÃO CORPORAL CULPOSA - OUTRAS,Jun,2020,Presidente Prudente,5
LESÃO CORPORAL CULPOSA - OUTRAS,Jul,2020,Presidente Prudente,8
LESÃO CORPORAL CULPOSA - OUTRAS,Ago,2020,Presidente Prudente,6
LESÃO CORPORAL CULPOSA - OUTRAS,Set,2020,Presidente Prudente,4
LESÃO CORPORAL CULPOSA - OUTRAS,Out,2020,Presidente Prudente,5
LESÃO CORPORAL CULPOSA - OUTRAS,Nov,2020,Presidente Prudente,6
LESÃO CORPORAL CULPOSA - OUTRAS,Dez,2020,Presidente Prudente,7
LATROCÍNIO,Jan,2020,Presidente Prudente,0
LATROCÍNIO,Fev,2020,Presidente Prudente,1
LATROCÍNIO,Mar,2020,Presidente Prudente,0
LATROCÍNIO,Abr,2020,Presidente Prudente,0
LATROCÍNIO,Mai,2020,Presidente Prudente,0
LATROCÍNIO,Jun,2020,Presidente Prudente,0
LATROCÍNIO,Jul,2020,Presidente Prudente,0
LATROCÍNIO,Ago,2020,Presidente Prudente,0
LATROCÍNIO,Set,2020,Presidente Prudente,0
LATROCÍNIO,Out,2020,Presidente Prudente,0
LATROCÍNIO,Nov,2020,Presidente Prudente,0
LATROCÍNIO,Dez,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Jan,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Fev,2020,Presidente Prudente,1
Nº DE VÍTIMAS EM LATROCÍNIO,Mar,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Abr,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Mai,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Jun,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Jul,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Ago,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Set,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Out,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Nov,2020,Presidente Prudente,0
Nº DE VÍTIMAS EM LATROCÍNIO,Dez,2020,Presidente Prudente,0
TOTAL DE ESTUPRO (4),Jan,2020,Presidente Prudente,27
TOTAL DE ESTUPRO (4),Fev,2020,Presidente Prudente,20
TOTAL DE ESTUPRO (4),Mar,2020,Presidente Prudente,25
TOTAL DE ESTUPRO (4),Abr,2020,Presidente Prudente,19
TOTAL DE ESTUPRO (4),Mai,2020,Presidente Prudente,19
TOTAL DE ESTUPRO (4),Jun,2020,Presidente Prudente,23
TOTAL DE ESTUPRO (4),Jul,2020,Presidente Prudente,23
TOTAL DE ESTUPRO (4),Ago,2020,Presidente Prudente,18
TOTAL DE ESTUPRO (4),Set,2020,Presidente Prudente,33
TOTAL DE ESTUPRO (4),Out,2020,Presidente Prudente,28
TOTAL DE ESTUPRO (4),Nov,2020,Presidente Prudente,29
TOTAL DE ESTUPRO (4),Dez,2020,Presidente Prudente,26
ESTUPRO,Jan,2020,Presidente Prudente,3
ESTUPRO,Fev,2020,Presidente Prudente,6
ESTUPRO,Mar,2020,Presidente Prudente,7
ESTUPRO,Abr,2020,Presidente Prudente,4
ESTUPRO,Mai,2020,Presidente Prudente,3
ESTUPRO,Jun,2020,Presidente Prudente,5
ESTUPRO,Jul,2020,Presidente Prudente,7
ESTUPRO,Ago,2020,Presidente Prudente,1
ESTUPRO,Set,2020,Presidente Prudente,3
ESTUPRO,Out,2020,Presidente Prudente,5
ESTUPRO,Nov,2020,Presidente Prudente,5
ESTUPRO,Dez,2020,Presidente Prudente,2
ESTUPRO DE VULNERÁVEL,Jan,2020,Presidente Prudente,24
ESTUPRO DE VULNERÁVEL,Fev,2020,Presidente Prudente,14
ESTUPRO DE VULNERÁVEL,Mar,2020,Presidente Prudente,18
ESTUPRO DE VULNERÁVEL,Abr,2020,Presidente Prudente,15
ESTUPRO DE VULNERÁVEL,Mai,2020,Presidente Prudente,16
ESTUPRO DE VULNERÁVEL,Jun,2020,Presidente Prudente,18
ESTUPRO DE VULNERÁVEL,Jul,2020,Presidente Prudente,16
ESTUPRO DE VULNERÁVEL,Ago,2020,Presidente Prudente,17
ESTUPRO DE VULNERÁVEL,Set,2020,Presidente Prudente,30
ESTUPRO DE VULNERÁVEL,Out,2020,Presidente Prudente,23
ESTUPRO DE VULNERÁVEL,Nov,2020,Presidente Prudente,24
ESTUPRO DE VULNERÁVEL,Dez,2020,Presidente Prudente,24
TOTAL DE ROUBO - OUTROS (1),Jan,2020,Presidente Prudente,36
TOTAL DE ROUBO - OUTROS (1),Fev,2020,Presidente Prudente,28
TOTAL DE ROUBO - OUTROS (1),Mar,2020,Presidente Prudente,36
TOTAL DE ROUBO - OUTROS (1),Abr,2020,Presidente Prudente,26
TOTAL DE ROUBO - OUTROS (1),Mai,2020,Presidente Prudente,21
TOTAL DE ROUBO - OUTROS (1),Jun,2020,Presidente Prudente,36
TOTAL DE ROUBO - OUTROS (1),Jul,2020,Presidente Prudente,26
TOTAL DE ROUBO - OUTROS (1),Ago,2020,Presidente Prudente,16
TOTAL DE ROUBO - OUTROS (1),Set,2020,Presidente Prudente,25
TOTAL DE ROUBO - OUTROS (1),Out,2020,Presidente Prudente,18
TOTAL DE ROUBO - OUTROS (1),Nov,2020,Presidente Prudente,21
TOTAL DE ROUBO - OUTROS (1),Dez,2020,Presidente Prudente,27
ROUBO - OUTROS,Jan,2020,Presidente Prudente,36
ROUBO - OUTROS,Fev,2020,Presidente Prudente,28
ROUBO - OUTROS,Mar,2020,Presidente Prudente,34
ROUBO - OUTROS,Abr,2020,Presidente Prudente,25
ROUBO - OUTROS,Mai,2020,Presidente Prudente,21
ROUBO - OUTROS,Jun,2020,Presidente Prudente,36
ROUBO - OUTROS,Jul,2020,Presidente Prudente,23
ROUBO - OUTROS,Ago,2020,Presidente Prudente,15
ROUBO - OUTROS,Set,2020,Presidente Prudente,19
