Natureza,Mes,Ano,Regiao,Ocorrencias
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Dez,2020,Capital,29
HOMICÍDIO CULPOSO OUTROS,Jan,2020,Capital,1
HOMICÍDIO CULPOSO OUTROS,Fev,2020,Capital,2
HOMICÍDIO CULPOSO OUTROS,Mar,2020,Capital,2
HOMICÍDIO CULPOSO OUTROS,Abr,2020,Capital,1
HOMICÍDIO CULPOSO OUTROS,Mai,2020,Capital,1
HOMICÍDIO CULPOSO OUTROS,Jun,2020,Capital,2
HOMICÍDIO CULPOSO OUTROS,Jul,2020,Capital,1
HOMICÍDIO CULPOSO OUTROS,Ago,2020,Capital,5
HOMICÍDIO CULPOSO OUTROS,Set,2020,Capital,2
HOMICÍDIO CULPOSO OUTROS,Out,2020,Capital,1
HOMICÍDIO CULPOSO OUTROS,Nov,2020,Capital,4
HOMICÍDIO CULPOSO OUTROS,Dez,2020,Capital,0
TENTATIVA DE HOMICÍDIO,Jan,2020,Capital,67
TENTATIVA DE HOMICÍDIO,Fev,2020,Capital,48
TENTATIVA DE HOMICÍDIO,Mar,2020,Capital,46
TENTATIVA DE HOMICÍDIO,Abr,2020,Capital,44
TENTATIVA DE HOMICÍDIO,Mai,2020,Capital,56
TENTATIVA DE HOMICÍDIO,Jun,2020,Capital,44
TENTATIVA DE HOMICÍDIO,Jul,2020,Capital,38
TENTATIVA DE HOMICÍDIO,Ago,2020,Capital,50
TENTATIVA DE HOMICÍDIO,Set,2020,Capital,58
TENTATIVA DE HOMICÍDIO,Out,2020,Capital,42
TENTATIVA DE HOMICÍDIO,Nov,2020,Capital,43
TENTATIVA DE HOMICÍDIO,Dez,2020,Capital,54
LESÃO CORPORAL SEGUIDA DE MORTE,Jan,2020,Capital,4
LESÃO CORPORAL SEGUIDA DE MORTE,Fev,2020,Capital,6
LESÃO CORPORAL SEGUIDA DE MORTE,Mar,2020,Capital,3
LESÃO CORPORAL SEGUIDA DE MORTE,Abr,2020,Capital,1
LESÃO CORPORAL SEGUIDA DE MORTE,Mai,2020,Capital,2
LESÃO CORPORAL SEGUIDA DE MORTE,Jun,2020,Capital,3
LESÃO CORPORAL SEGUIDA DE MORTE,Jul,2020,Capital,2
LESÃO CORPORAL SEGUIDA DE MORTE,Ago,2020,Capital,2
LESÃO CORPORAL SEGUIDA DE MORTE,Set,2020,Capital,2
LESÃO CORPORAL SEGUIDA DE MORTE,Out,2020,Capital,4
LESÃO CORPORAL SEGUIDA DE MORTE,Nov,2020,Capital,2
LESÃO CORPORAL SEGUIDA DE MORTE,Dez,2020,Capital,1
LESÃO CORPORAL DOLOSA,Jan,2020,Capital,2.406
LESÃO CORPORAL DOLOSA,Fev,2020,Capital,2.413
LESÃO CORPORAL DOLOSA,Mar,2020,Capital,2.185
LESÃO CORPORAL DOLOSA,Abr,2020,Capital,1.693
LESÃO CORPORAL DOLOSA,Mai,2020,Capital,1.557
LESÃO CORPORAL DOLOSA,Jun,2020,Capital,1.766
LESÃO CORPORAL DOLOSA,Jul,2020,Capital,2.094
LESÃO CORPORAL DOLOSA,Ago,2020,Capital,2.209
LESÃO CORPORAL DOLOSA,Set,2020,Capital,2.154
LESÃO CORPORAL DOLOSA,Out,2020,Capital,2.304
LESÃO CORPORAL DOLOSA,Nov,2020,Capital,2.432
LESÃO CORPORAL DOLOSA,Dez,2020,Capital,2.545
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Jan,2020,Capital,950
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Fev,2020,Capital,900
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Mar,2020,Capital,813
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Abr,2020,Capital,453
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Mai,2020,Capital,548
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Jun,2020,Capital,737
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Jul,2020,Capital,935
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Ago,2020,Capital,952
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Set,2020,Capital,849
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Out,2020,Capital,899
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Nov,2020,Capital,983
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Dez,2020,Capital,964
LESÃO CORPORAL CULPOSA - OUTRAS,Jan,2020,Capital,128
LESÃO CORPORAL CULPOSA - OUTRAS,Fev,2020,Capital,98
LESÃO CORPORAL CULPOSA - OUTRAS,Mar,2020,Capital,84
LESÃO CORPORAL CULPOSA - OUTRAS,Abr,2020,Capital,46
LESÃO CORPORAL CULPOSA - OUTRAS,Mai,2020,Capital,41
LESÃO CORPORAL CULPOSA - OUTRAS,Jun,2020,Capital,73
LESÃO CORPORAL CULPOSA - OUTRAS,Jul,2020,Capital,105
LESÃO CORPORAL CULPOSA - OUTRAS,Ago,2020,Capital,78
LESÃO CORPORAL CULPOSA - OUTRAS,Set,2020,Capital,75
LESÃO CORPORAL CULPOSA - OUTRAS,Out,2020,Capital,93
LESÃO CORPORAL CULPOSA - OUTRAS,Nov,2020,Capital,82
LESÃO CORPORAL CULPOSA - OUTRAS,Dez,2020,Capital,93
LATROCÍNIO,Jan,2020,Capital,8
LATROCÍNIO,Fev,2020,Capital,7
LATROCÍNIO,Mar,2020,Capital,4
LATROCÍNIO,Abr,2020,Capital,0
LATROCÍNIO,Mai,2020,Capital,2
LATROCÍNIO,Jun,2020,Capital,5
LATROCÍNIO,Jul,2020,Capital,2
LATROCÍNIO,Ago,2020,Capital,3
LATROCÍNIO,Set,2020,Capital,2
LATROCÍNIO,Out,2020,Capital,7
LATROCÍNIO,Nov,2020,Capital,4
LATROCÍNIO,Dez,2020,Capital,2
Nº DE VÍTIMAS EM LATROCÍNIO,Jan,2020,Capital,8
Nº DE VÍTIMAS EM LATROCÍNIO,Fev,2020,Capital,7
Nº DE VÍTIMAS EM LATROCÍNIO,Mar,2020,Capital,4
Nº DE VÍTIMAS EM LATROCÍNIO,Abr,2020,Capital,0
Nº DE VÍTIMAS EM LATROCÍNIO,Mai,2020,Capital,2
Nº DE VÍTIMAS EM LATROCÍNIO,Jun,2020,Capital,5
Nº DE VÍTIMAS EM LATROCÍNIO,Jul,2020,Capital,2
Nº DE VÍTIMAS EM LATROCÍNIO,Ago,2020,Capital,3
Nº DE VÍTIMAS EM LATROCÍNIO,Set,2020,Capital,2
Nº DE VÍTIMAS EM LATROCÍNIO,Out,2020,Capital,7
Nº DE VÍTIMAS EM LATROCÍNIO,Nov,2020,Capital,4
Nº DE VÍTIMAS EM LATROCÍNIO,Dez,2020,Capital,2
TOTAL DE ESTUPRO (4),Jan,2020,Capital,238
TOTAL DE ESTUPRO (4),Fev,2020,Capital,205
TOTAL DE ESTUPRO (4),Mar,2020,Capital,219
TOTAL DE ESTUPRO (4),Abr,2020,Capital,128
TOTAL DE ESTUPRO (4),Mai,2020,Capital,120
TOTAL DE ESTUPRO (4),Jun,2020,Capital,186
TOTAL DE ESTUPRO (4),Jul,2020,Capital,205
TOTAL DE ESTUPRO (4),Ago,2020,Capital,191
TOTAL DE ESTUPRO (4),Set,2020,Capital,213
TOTAL DE ESTUPRO (4),Out,2020,Capital,198
TOTAL DE ESTUPRO (4),Nov,2020,Capital,210
TOTAL DE ESTUPRO (4),Dez,2020,Capital,205
ESTUPRO,Jan,2020,Capital,68
ESTUPRO,Fev,2020,Capital,53
ESTUPRO,Mar,2020,Capital,72
ESTUPRO,Abr,2020,Capital,37
ESTUPRO,Mai,2020,Capital,31
ESTUPRO,Jun,2020,Capital,42
ESTUPRO,Jul,2020,Capital,50
ESTUPRO,Ago,2020,Capital,39
ESTUPRO,Set,2020,Capital,45
ESTUPRO,Out,2020,Capital,63
ESTUPRO,Nov,2020,Capital,48
ESTUPRO,Dez,2020,Capital,56
ESTUPRO DE VULNERÁVEL,Jan,2020,Capital,170
ESTUPRO DE VULNERÁVEL,Fev,2020,Capital,152
ESTUPRO DE VULNERÁVEL,Mar,2020,Capital,147
ESTUPRO DE VULNERÁVEL,Abr,2020,Capital,91
ESTUPRO DE VULNERÁVEL,Mai,2020,Capital,89
ESTUPRO DE VULNERÁVEL,Jun,2020,Capital,144
ESTUPRO DE VULNERÁVEL,Jul,2020,Capital,155
ESTUPRO DE VULNERÁVEL,Ago,2020,Capital,152
ESTUPRO DE VULNERÁVEL,Set,2020,Capital,168
ESTUPRO DE VULNERÁVEL,Out,2020,Capital,135
ESTUPRO DE VULNERÁVEL,Nov,2020,Capital,162
ESTUPRO DE VULNERÁVEL,Dez,2020,Capital,149
TOTAL DE ROUBO - OUTROS (1),Jan,2020,Capital,13.535
TOTAL DE ROUBO - OUTROS (1),Fev,2020,Capital,14.503
TOTAL DE ROUBO - OUTROS (1),Mar,2020,Capital,12.092
TOTAL DE ROUBO - OUTROS (1),Abr,2020,Capital,8.300
TOTAL DE ROUBO - OUTROS (1),Mai,2020,Capital,8.968
TOTAL DE ROUBO - OUTROS (1),Jun,2020,Capital,10.732
TOTAL DE ROUBO - OUTROS (1),Jul,2020,Capital,10.131
TOTAL DE ROUBO - OUTROS (1),Ago,2020,Capital,8.926
TOTAL DE ROUBO - OUTROS (1),Set,2020,Capital,8.581
TOTAL DE ROUBO - OUTROS (1),Out,2020,Capital,9.209
TOTAL DE ROUBO - OUTROS (1),Nov,2020,Capital,11.045
TOTAL DE ROUBO - OUTROS (1),Dez,2020,Capital,11.491
ROUBO - OUTROS,Jan,2020,Capital,13.199
ROUBO - OUTROS,Fev,2020,Capital,14.229
ROUBO - OUTROS,Mar,2020,Capital,11.798
ROUBO - OUTROS,Abr,2020,Capital,8.125
ROUBO - OUTROS,Mai,2020,Capital,8.776
ROUBO - OUTROS,Jun,2020,Capital,10.538
ROUBO - OUTROS,Jul,2020,Capital,9.917
ROUBO - OUTROS,Ago,2020,Capital,8.729
ROUBO - OUTROS,Set,2020,Capital,8.390
ROUBO - OUTROS,Out,2020,Capital,8.955
ROUBO - OUTROS,Nov,2020,Capital,10.771
ROUBO - OUTROS,Dez,2020,Capital,11.125
ROUBO DE VEÍCULO,Jan,2020,Capital,1.643
ROUBO DE VEÍCULO,Fev,2020,Capital,1.522
ROUBO DE VEÍCULO,Mar,2020,Capital,1.412
ROUBO DE VEÍCULO,Abr,2020,Capital,955
ROUBO DE VEÍCULO,Mai,2020,Capital,847
ROUBO DE VEÍCULO,Jun,2020,Capital,828
ROUBO DE VEÍCULO,Jul,2020,Capital,1.080
ROUBO DE VEÍCULO,Ago,2020,Capital,921
ROUBO DE VEÍCULO,Set,2020,Capital,930
ROUBO DE VEÍCULO,Out,2020,Capital,971
ROUBO DE VEÍCULO,Nov,2020,Capital,1.260
ROUBO DE VEÍCULO,Dez,2020,Capital,1.596
ROUBO A BANCO,Jan,2020,Capital,0
ROUBO A BANCO,Fev,2020,Capital,5
ROUBO A BANCO,Mar,2020,Capital,3
ROUBO A BANCO,Abr,2020,Capital,1
ROUBO A BANCO,Mai,2020,Capital,1
ROUBO A BANCO,Jun,2020,Capital,0
ROUBO A BANCO,Jul,2020,Capital,0
ROUBO A BANCO,Ago,2020,Capital,1
ROUBO A BANCO,Set,2020,Capital,1
ROUBO A BANCO,Out,2020,Capital,4
ROUBO A BANCO,Nov,2020,Capital,1
ROUBO A BANCO,Dez,2020,Capital,1
ROUBO DE CARGA,Jan,2020,Capital,336
ROUBO DE CARGA,Fev,2020,Capital,269
ROUBO DE CARGA,Mar,2020,Capital,291
ROUBO DE CARGA,Abr,2020,Capital,174
ROUBO DE CARGA,Mai,2020,Capital,191
ROUBO DE CARGA,Jun,2020,Capital,194
ROUBO DE CARGA,Jul,2020,Capital,214
ROUBO DE CARGA,Ago,2020,Capital,196
ROUBO DE CARGA,Set,2020,Capital,190
ROUBO DE CARGA,Out,2020,Capital,250
ROUBO DE CARGA,Nov,2020,Capital,273
ROUBO DE CARGA,Dez,2020,Capital,365
FURTO - OUTROS,Jan,2020,Capital,18.593
FURTO - OUTROS,Fev,2020,Capital,25.063
FURTO - OUTROS,Mar,2020,Capital,14.675
FURTO - OUTROS,Abr,2020,Capital,7.568
FURTO - OUTROS,Mai,2020,Capital,9.038
FURTO - OUTROS,Jun,2020,Capital,12.198
FURTO - OUTROS,Jul,2020,Capital,13.249
FURTO - OUTROS,Ago,2020,Capital,11.974
FURTO - OUTROS,Set,2020,Capital,11.751
FURTO - OUTROS,Out,2020,Capital,12.247
FURTO - OUTROS,Nov,2020,Capital,13.956
FURTO - OUTROS,Dez,2020,Capital,14.132
FURTO DE VEÍCULO,Jan,2020,Capital,2.965
FURTO DE VEÍCULO,Fev,2020,Capital,2.550
FURTO DE VEÍCULO,Mar,2020,Capital,2.397
FURTO DE VEÍCULO,Abr,2020,Capital,1.541
FURTO DE VEÍCULO,Mai,2020,Capital,1.808
FURTO DE VEÍCULO,Jun,2020,Capital,2.118
FURTO DE VEÍCULO,Jul,2020,Capital,2.556
FURTO DE VEÍCULO,Ago,2020,Capital,2.204
FURTO DE VEÍCULO,Set,2020,Capital,2.264
FURTO DE VEÍCULO,Out,2020,Capital,2.185
FURTO DE VEÍCULO,Nov,2020,Capital,2.455
FURTO DE VEÍCULO,Dez,2020,Capital,1.992
HOMICÍDIO DOLOSO (2),Jan,2021,Grande São Paulo (exclui a Capital),53
HOMICÍDIO DOLOSO (2),Fev,2021,Grande São Paulo (exclui a Capital),54
HOMICÍDIO DOLOSO (2),Mar,2021,Grande São Paulo (exclui a Capital),45
HOMICÍDIO DOLOSO (2),Abr,2021,Grande São Paulo (exclui a Capital),40
HOMICÍDIO DOLOSO (2),Mai,2021,Grande São Paulo (exclui a Capital),49
HOMICÍDIO DOLOSO (2),Jun,2021,Grande São Paulo (exclui a Capital),35
HOMICÍDIO DOLOSO (2),Jul,2021,Grande São Paulo (exclui a Capital),39
HOMICÍDIO DOLOSO (2),Ago,2021,Grande São Paulo (exclui a Capital),38
HOMICÍDIO DOLOSO (2),Set,2021,Grande São Paulo (exclui a Capital),41
HOMICÍDIO DOLOSO (2),Out,2021,Grande São Paulo (exclui a Capital),38
HOMICÍDIO DOLOSO (2),Nov,2021,Grande São Paulo (exclui a Capital),32
HOMICÍDIO DOLOSO (2),Dez,2021,Grande São Paulo (exclui a Capital),37
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Jan,2021,Grande São Paulo (exclui a Capital),59
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Fev,2021,Grande São Paulo (exclui a Capital),56
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Mar,2021,Grande São Paulo (exclui a Capital),48
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Abr,2021,Grande São Paulo (exclui a Capital),42
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Mai,2021,Grande São Paulo (exclui a Capital),52
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Jun,2021,Grande São Paulo (exclui a Capital),35
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Jul,2021,Grande São Paulo (exclui a Capital),44
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Ago,2021,Grande São Paulo (exclui a Capital),39
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Set,2021,Grande São Paulo (exclui a Capital),45
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Out,2021,Grande São Paulo (exclui a Capital),39
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Nov,2021,Grande São Paulo (exclui a Capital),34
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3),Dez,2021,Grande São Paulo (exclui a Capital),37
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Jan,2021,Grande São Paulo (exclui a Capital),0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Fev,2021,Grande São Paulo (exclui a Capital),0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Mar,2021,Grande São Paulo (exclui a Capital),0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Abr,2021,Grande São Paulo (exclui a Capital),0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Mai,2021,Grande São Paulo (exclui a Capital),0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Jun,2021,Grande São Paulo (exclui a Capital),0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Jul,2021,Grande São Paulo (exclui a Capital),0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Ago,2021,Grande São Paulo (exclui a Capital),0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Set,2021,Grande São Paulo (exclui a Capital),1
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Out,2021,Grande São Paulo (exclui a Capital),0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Nov,2021,Grande São Paulo (exclui a Capital),0
HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Dez,2021,Grande São Paulo (exclui a Capital),0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Jan,2021,Grande São Paulo (exclui a Capital),0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Fev,2021,Grande São Paulo (exclui a Capital),0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Mar,2021,Grande São Paulo (exclui a Capital),0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Abr,2021,Grande São Paulo (exclui a Capital),0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Mai,2021,Grande São Paulo (exclui a Capital),0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Jun,2021,Grande São Paulo (exclui a Capital),0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Jul,2021,Grande São Paulo (exclui a Capital),0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Ago,2021,Grande São Paulo (exclui a Capital),0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Set,2021,Grande São Paulo (exclui a Capital),1
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Out,2021,Grande São Paulo (exclui a Capital),0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Nov,2021,Grande São Paulo (exclui a Capital),0
Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO,Dez,2021,Grande São Paulo (exclui a Capital),0
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Jan,2021,Grande São Paulo (exclui a Capital),23
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Fev,2021,Grande São Paulo (exclui a Capital),33
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Mar,2021,Grande São Paulo (exclui a Capital),36
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Abr,2021,Grande São Paulo (exclui a Capital),41
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Mai,2021,Grande São Paulo (exclui a Capital),52
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Jun,2021,Grande São Paulo (exclui a Capital),44
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Jul,2021,Grande São Paulo (exclui a Capital),62
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Ago,2021,Grande São Paulo (exclui a Capital),55
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Set,2021,Grande São Paulo (exclui a Capital),35
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Out,2021,Grande São Paulo (exclui a Capital),36
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Nov,2021,Grande São Paulo (exclui a Capital),38
HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO,Dez,2021,Grande São Paulo (exclui a Capital),53
HOMICÍDIO CULPOSO OUTROS,Jan,2021,Grande São Paulo (exclui a Capital),4
HOMICÍDIO CULPOSO OUTROS,Fev,2021,Grande São Paulo (exclui a Capital),1
HOMICÍDIO CULPOSO OUTROS,Mar,2021,Grande São Paulo (exclui a Capital),9
HOMICÍDIO CULPOSO OUTROS,Abr,2021,Grande São Paulo (exclui a Capital),4
HOMICÍDIO CULPOSO OUTROS,Mai,2021,Grande São Paulo (exclui a Capital),4
HOMICÍDIO CULPOSO OUTROS,Jun,2021,Grande São Paulo (exclui a Capital),6
HOMICÍDIO CULPOSO OUTROS,Jul,2021,Grande São Paulo (exclui a Capital),2
HOMICÍDIO CULPOSO OUTROS,Ago,2021,Grande São Paulo (exclui a Capital),6
HOMICÍDIO CULPOSO OUTROS,Set,2021,Grande São Paulo (exclui a Capital),3
HOMICÍDIO CULPOSO OUTROS,Out,2021,Grande São Paulo (exclui a Capital),0
HOMICÍDIO CULPOSO OUTROS,Nov,2021,Grande São Paulo (exclui a Capital),2
HOMICÍDIO CULPOSO OUTROS,Dez,2021,Grande São Paulo (exclui a Capital),4
TENTATIVA DE HOMICÍDIO,Jan,2021,Grande São Paulo (exclui a Capital),57
TENTATIVA DE HOMICÍDIO,Fev,2021,Grande São Paulo (exclui a Capital),39
TENTATIVA DE HOMICÍDIO,Mar,2021,Grande São Paulo (exclui a Capital),41
TENTATIVA DE HOMICÍDIO,Abr,2021,Grande São Paulo (exclui a Capital),51
TENTATIVA DE HOMICÍDIO,Mai,2021,Grande São Paulo (exclui a Capital),43
TENTATIVA DE HOMICÍDIO,Jun,2021,Grande São Paulo (exclui a Capital),45
TENTATIVA DE HOMICÍDIO,Jul,2021,Grande São Paulo (exclui a Capital),49
TENTATIVA DE HOMICÍDIO,Ago,2021,Grande São Paulo (exclui a Capital),66
TENTATIVA DE HOMICÍDIO,Set,2021,Grande São Paulo (exclui a Capital),45
TENTATIVA DE HOMICÍDIO,Out,2021,Grande São Paulo (exclui a Capital),46
TENTATIVA DE HOMICÍDIO,Nov,2021,Grande São Paulo (exclui a Capital),49
TENTATIVA DE HOMICÍDIO,Dez,2021,Grande São Paulo (exclui a Capital),43
LESÃO CORPORAL SEGUIDA DE MORTE,Jan,2021,Grande São Paulo (exclui a Capital),2
LESÃO CORPORAL SEGUIDA DE MORTE,Fev,2021,Grande São Paulo (exclui a Capital),1
LESÃO CORPORAL SEGUIDA DE MORTE,Mar,2021,Grande São Paulo (exclui a Capital),2
LESÃO CORPORAL SEGUIDA DE MORTE,Abr,2021,Grande São Paulo (exclui a Capital),1
LESÃO CORPORAL SEGUIDA DE MORTE,Mai,2021,Grande São Paulo (exclui a Capital),2
LESÃO CORPORAL SEGUIDA DE MORTE,Jun,2021,Grande São Paulo (exclui a Capital),3
LESÃO CORPORAL SEGUIDA DE MORTE,Jul,2021,Grande São Paulo (exclui a Capital),1
LESÃO CORPORAL SEGUIDA DE MORTE,Ago,2021,Grande São Paulo (exclui a Capital),1
LESÃO CORPORAL SEGUIDA DE MORTE,Set,2021,Grande São Paulo (exclui a Capital),1
LESÃO CORPORAL SEGUIDA DE MORTE,Out,2021,Grande São Paulo (exclui a Capital),2
LESÃO CORPORAL SEGUIDA DE MORTE,Nov,2021,Grande São Paulo (exclui a Capital),1
LESÃO CORPORAL SEGUIDA DE MORTE,Dez,2021,Grande São Paulo (exclui a Capital),1
LESÃO CORPORAL DOLOSA,Jan,2021,Grande São Paulo (exclui a Capital),2.029
LESÃO CORPORAL DOLOSA,Fev,2021,Grande São Paulo (exclui a Capital),1.794
LESÃO CORPORAL DOLOSA,Mar,2021,Grande São Paulo (exclui a Capital),1.696
LESÃO CORPORAL DOLOSA,Abr,2021,Grande São Paulo (exclui a Capital),1.590
LESÃO CORPORAL DOLOSA,Mai,2021,Grande São Paulo (exclui a Capital),1.572
LESÃO CORPORAL DOLOSA,Jun,2021,Grande São Paulo (exclui a Capital),1.707
LESÃO CORPORAL DOLOSA,Jul,2021,Grande São Paulo (exclui a Capital),1.553
LESÃO CORPORAL DOLOSA,Ago,2021,Grande São Paulo (exclui a Capital),1.740
LESÃO CORPORAL DOLOSA,Set,2021,Grande São Paulo (exclui a Capital),1.826
LESÃO CORPORAL DOLOSA,Out,2021,Grande São Paulo (exclui a Capital),1.728
LESÃO CORPORAL DOLOSA,Nov,2021,Grande São Paulo (exclui a Capital),1.760
LESÃO CORPORAL DOLOSA,Dez,2021,Grande São Paulo (exclui a Capital),1.731
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Jan,2021,Grande São Paulo (exclui a Capital),626
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Fev,2021,Grande São Paulo (exclui a Capital),668
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Mar,2021,Grande São Paulo (exclui a Capital),588
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Abr,2021,Grande São Paulo (exclui a Capital),694
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Mai,2021,Grande São Paulo (exclui a Capital),722
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Jun,2021,Grande São Paulo (exclui a Capital),774
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Jul,2021,Grande São Paulo (exclui a Capital),737
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Ago,2021,Grande São Paulo (exclui a Capital),744
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Set,2021,Grande São Paulo (exclui a Capital),707
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Out,2021,Grande São Paulo (exclui a Capital),686
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Nov,2021,Grande São Paulo (exclui a Capital),710
LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO,Dez,2021,Grande São Paulo (exclui a Capital),635
LESÃO CORPORAL CULPOSA - OUTRAS,Jan,2021,Grande São Paulo (exclui a Capital),31
LESÃO CORPORAL CULPOSA - OUTRAS,Fev,2021,Grande São Paulo (exclui a Capital),33
LESÃO CORPORAL CULPOSA - OUTRAS,Mar,2021,Grande São Paulo (exclui a Capital),42
LESÃO CORPORAL CULPOSA - OUTRAS,Abr,2021,Grande São Paulo (exclui a Capital),50
LESÃO CORPORAL CULPOSA - OUTRAS,Mai,2021,Grande São Paulo (exclui a Capital),41
LESÃO CORPORAL CULPOSA - OUTRAS,Jun,2021,Grande São Paulo (exclui a Capital),52
LESÃO CORPORAL CULPOSA - OUTRAS,Jul,2021,Grande São Paulo (exclui a Capital),44
LESÃO CORPORAL CULPOSA - OUTRAS,Ago,2021,Grande São Paulo (exclui a Capital),54
LESÃO CORPORAL CULPOSA - OUTRAS,Set,2021,Grande São Paulo (exclui a Capital),54
LESÃO CORPORAL CULPOSA - OUTRAS,Out,2021,Grande São Paulo (exclui a Capital),59
LESÃO CORPORAL CULPOSA - OUTRAS,Nov,2021,Grande São Paulo (exclui a Capital),61
